ds,yhat,yhat_lower,yhat_upper
2019-07-01,11533.675314532562,9161.610678315628,13755.074356397217
2019-07-02,12515.738584846302,10214.577863850807,14956.122293941207
2019-07-03,12481.68274984814,10060.657256767676,14868.321857392084
2019-07-04,12320.294883008573,9987.501151785847,14415.866895170908
2019-07-05,12266.445305427134,9933.847651171027,14545.934922476577
2019-07-06,8716.420211089982,6300.730005905689,11008.723599906345
2019-07-07,7271.4937402965425,5022.622668251151,9538.827466287747
2019-07-08,11187.628683036612,8951.73531090263,13595.965269806424
2019-07-09,12224.638263866864,10013.600054701437,14825.060586056494
2019-07-10,12249.67718786849,9758.6199639877,14542.21643908511
2019-07-11,12150.372442918951,9805.493767654778,14353.077347196791
2019-07-12,12160.368359821081,9712.87706948591,14590.318019475564
2019-07-13,8674.685445908639,6409.104741698585,11084.43324631249
2019-07-14,7293.319245977271,4977.930956026519,9614.426919810163
2019-07-15,11270.967826992723,9106.882363258015,13682.866578436955
2019-07-16,12366.219764756537,10098.201780509418,14790.479344130068
2019-07-17,12445.07026253602,10041.981829570663,14680.589340943776
2019-07-18,12394.075383051428,10026.476548571442,14548.289547423698
2019-07-19,12445.91842683045,10197.189556417392,14683.173490937304
2019-07-20,8994.787558953216,6640.15087044738,11232.841992106192
2019-07-21,7639.9905861733505,5212.7873185773515,10059.91279484737
2019-07-22,11635.695197242587,9231.699196029143,13818.972867697901
2019-07-23,12740.126332738548,10443.22707887633,15141.07443628965
2019-07-24,12819.088177343328,10451.802091164878,15043.384602142067
2019-07-25,12759.120694141779,10200.69624104805,14996.000581298067
2019-07-26,12793.064746909946,10451.277136726494,15041.950358402111
2019-07-27,9315.43499740998,6907.036535653526,11728.994359546494
2019-07-28,7926.026633473935,5626.0022917714305,10241.882001831444
2019-07-29,11879.644457608278,9480.395410232455,14192.404724245642
2019-07-30,12935.286277115409,10460.405509345535,15180.12689128858
2019-07-31,12959.648413033849,10655.346492498611,15491.151363554654
2019-08-01,12840.263614935906,10499.421679732532,15052.293240899242
2019-08-02,12811.045828403916,10431.121690466825,15179.297839065546
2019-08-03,9267.641428948338,6905.99168227544,11606.310825383327
2019-08-04,7811.013420833675,5421.353009682226,10040.716803473375
2019-08-05,11697.1475813528,9223.661710900908,14018.807076058474
2019-08-06,12686.212940648049,10351.326754758062,14983.609148743759
2019-08-07,12646.044854644504,10294.61242572108,14883.42383420193
2019-08-08,12465.26138059136,9983.583956505685,14607.435436287104
2019-08-09,12378.787800300855,10022.26982265252,14802.74275347266
2019-08-10,8783.18927171246,6420.065193909475,11095.256385033368
2019-08-11,7280.238437506817,4819.617451310005,9566.34295348586
2019-08-12,11126.60725926326,8694.42296669083,13390.824830219171
2019-08-13,12083.015709483083,9746.897081955267,14524.725473636952
2019-08-14,12017.705772149495,9759.055103967348,14147.077702140305
2019-08-15,11819.551602356842,9539.915779464276,14109.16720268129
2019-08-16,11723.58077874992,9470.24058738803,13978.900775483831
2019-08-17,8126.306663985572,5919.882230108772,10475.297933843452
2019-08-18,6629.298683446203,4355.401144952352,8863.925794855119
2019-08-19,10488.879719676297,8014.411907396852,12663.062270499058
2019-08-20,11465.283133672003,9185.009592196431,13882.187791067703
2019-08-21,11426.137693934477,8831.184154121238,13777.84265514778
2019-08-22,11259.59104985689,9006.264813294958,13536.506226378915
2019-08-23,11199.84642744473,8914.814536261118,13506.499636541881
2019-08-24,7642.512270588984,5227.6868794116135,10101.100542402679
2019-08-25,6188.191313600917,3985.383447260577,8391.315577020605
2019-08-26,10092.197931646255,7716.782677068468,12330.411105984118
2019-08-27,11113.735907792085,8691.48068137073,13417.316171158625
2019-08-28,11119.404510253615,8858.201241547458,13495.454145412014
2019-08-29,10996.343119822903,8597.561163736966,13230.771215496075
2019-08-30,10977.788686554239,8587.150819186218,13266.657514233531
2019-08-31,7458.445343712916,5280.508759190062,9733.119641047875
2019-09-01,6038.092280356242,3585.1908058310955,8335.256120972
2019-09-02,9971.318351436454,7557.813894684607,12268.449164595757
2019-09-03,11016.715221096676,8672.70358225869,13455.905630351694
2019-09-04,11040.39661851008,8749.711347600723,13480.166088633092
2019-09-05,10929.153668710189,8618.566491740801,13256.450388052475
2019-09-06,10916.020341447538,8368.953317672176,13384.088943486164
2019-09-07,7395.648156647421,5060.324710769404,9688.77494781428
2019-09-08,5967.916109698385,3595.358813712844,8392.132769787408
2019-09-09,9887.66421288218,7647.972139871102,12161.889237827
2019-09-10,10913.882422895074,8508.782833374145,13261.496436562567
2019-09-11,10913.222569881766,8688.395336961194,13225.142588079005
2019-09-12,10773.143346488097,8376.191991928199,12957.893177505895
2019-09-13,10727.462557850717,8325.916618662448,13035.052273619594
2019-09-14,7171.715988892365,4806.965103307321,9484.077992677758
2019-09-15,5706.749127629026,3591.84719496186,8114.1733481628335
2019-09-16,9588.43047057294,7239.323218087579,11822.645830409361
2019-09-17,10576.81855907994,8309.864046591798,12972.859551751106
2019-09-18,10539.650784471463,8264.61616133141,12763.757725205445
2019-09-19,10365.46447907274,8082.648267845461,12693.389433466273
2019-09-20,10289.124980609296,7775.82142406624,12527.930291267632
